Player;Federation;Opponent;Stage;Matchday;Match Number;Minutes Played;Game Started;Substitute;Goals;Man of the Match;Date of Birth;Boot Brand;Boot Type;Boot Colour;Boot Version;Notes;ID Opta;Opta Position;Squad Number;Match Length;Exact Time
Asani, Jasir;Albania;Croatia;Group Stage;2;15;64;1;0;0;0;1995-05-19;Puma;Ultra Ultimate;Electric Peppermint/Puma White/Fast Yellow;New;Customised the boot;175893;Midfielder;9;100;66
Laçi, Qazim;Albania;Croatia;Group Stage;2;15;72;1;0;1;0;1996-01-19;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;214282;Midfielder;14;100;74
Ajeti, Arlind;Albania;Croatia;Group Stage;2;15;90;1;0;0;0;1993-09-25;Mizuno;Morelia Neo IV;Safety Yellow/Fiery Coral/Safety Yellow;New;;97341;Defender;5;100;100
Bajrami, Nedim;Albania;Croatia;Group Stage;2;15;90;1;0;0;0;1999-02-28;Nike;Hypervenom Phinish II;Volt/Black/Hyper Turquoise/Clear Jade;Old;;204674;Midfielder;10;100;100
Ramadani, Ylber;Albania;Croatia;Group Stage;2;15;85;1;0;0;0;1996-04-12;adidas;X Crazyfast.1;Bright Royal/White/Solar Red;New;;227386;Midfielder;20;100;87
Manaj, Rey;Albania;Croatia;Group Stage;2;15;85;1;0;0;0;1997-02-24;Nike;Phantom GX II Elite;White/Black/Metallic Gold Coin;New;;194827;Forward;7;100;87
Djimsiti, Berat;Albania;Croatia;Group Stage;2;15;90;1;0;0;0;1993-02-19;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;96645;Defender;6;100;100
Asllani, Kristjan;Albania;Croatia;Group Stage;2;15;90;1;0;0;0;2002-03-09;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;517997;Midfielder;21;100;100
Hoxha, Arbër;Albania;Croatia;Group Stage;2;15;5;0;1;0;0;1998-10-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;227533;Forward;26;100;14
Mitaj, Mario;Albania;Croatia;Group Stage;2;15;90;1;0;0;0;2003-08-06;Nike;Mercurial Vapor XV Elite;Yellow Strike/Sunset Glow/Doll;New;;474900;Defender;3;100;100
Hysaj, Elseid;Albania;Croatia;Group Stage;2;15;90;1;0;0;0;1994-02-02;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;107363;Defender;4;100;100
Strakosha, Thomas;Albania;Croatia;Group Stage;2;15;90;1;0;0;0;1995-03-19;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;;140200;Goalkeeper;23;100;100
Daku, Mirlind;Albania;Croatia;Group Stage;2;15;5;0;1;0;0;1998-01-01;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;248555;Forward;19;100;14
Williams, Nico;Spain;Italy;Group Stage;2;16;78;1;0;0;1;2002-07-12;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;Colored the logo;523654;Forward;17;99;80
Rodri;Spain;Italy;Group Stage;2;16;90;1;0;0;0;1996-06-22;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;220566;Midfielder;16;99;99
Pérez, Ayoze;Spain;Italy;Group Stage;2;16;12;0;1;0;0;1993-07-29;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;168580;Forward;26;99;19
Simón, Unai;Spain;Italy;Group Stage;2;16;90;1;0;0;0;1997-06-11;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;212769;Goalkeeper;23;99;99
Lamine Yamal;Spain;Italy;Group Stage;2;16;71;1;0;0;0;2007-07-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;593109;Forward;19;99;73
Oyarzabal, Mikel;Spain;Italy;Group Stage;2;16;12;0;1;0;0;1997-04-21;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;219000;Forward;21;99;19
Ruiz, Fabián;Spain;Italy;Group Stage;2;16;89;1;0;0;0;1996-04-03;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;201379;Midfielder;8;99;96
Morata, Álvaro;Spain;Italy;Group Stage;2;16;78;1;0;0;0;1992-10-23;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;88482;Forward;7;99;80
Baena, Álex;Spain;Italy;Group Stage;2;16;19;0;1;0;0;2001-07-20;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;248501;Midfielder;15;99;26
Le Normand, Robin;Spain;Italy;Group Stage;2;16;90;1;0;0;0;1996-11-11;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;224919;Defender;3;99;99
Torres, Ferran;Spain;Italy;Group Stage;2;16;19;0;1;0;0;2000-02-29;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;224444;Forward;11;99;26
Carvajal, Dani;Spain;Italy;Group Stage;2;16;90;1;0;0;0;1992-01-11;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;88483;Defender;2;99;99
Laporte, Aymeric;Spain;Italy;Group Stage;2;16;90;1;0;0;0;1994-05-27;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;146941;Defender;14;99;99
Merino, Mikel;Spain;Italy;Group Stage;2;16;1;0;1;0;0;1996-06-22;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;195384;Midfielder;6;99;3
Cucurella, Marc;Spain;Italy;Group Stage;2;16;90;1;0;0;0;1998-07-22;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;179268;Defender;24;99;99
Pedri;Spain;Italy;Group Stage;2;16;71;1;0;0;0;2002-11-25;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;490541;Midfielder;20;99;73
Retegui, Mateo;Italy;Spain;Group Stage;2;16;26;0;1;0;0;1999-04-29;adidas;X Crazyfast+;Bright Royal/White/Solar Red;New;;441463;Forward;19;99;33
Jorginho;Italy;Spain;Group Stage;2;16;45;1;0;0;0;1991-12-20;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;85955;Midfielder;8;99;47
Dimarco, Federico;Italy;Spain;Group Stage;2;16;90;1;0;0;0;1997-11-10;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;161919;Defender;3;99;99
Chiesa, Federico;Italy;Spain;Group Stage;2;16;64;1;0;0;0;1997-10-25;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;223541;Forward;14;99;66
Barella, Nicolò;Italy;Spain;Group Stage;2;16;90;1;0;0;0;1997-02-07;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;171384;Midfielder;18;99;99
Raspadori, Giacomo;Italy;Spain;Group Stage;2;16;8;0;1;0;0;2000-02-18;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;446969;Forward;11;99;16
Pellegrini, Lorenzo;Italy;Spain;Group Stage;2;16;82;1;0;0;0;1996-06-19;Nike;Phantom GX II Elite;White/Black/Metallic Gold Coin;New;;184441;Forward;10;99;84
Zaccagni, Mattia;Italy;Spain;Group Stage;2;16;26;0;1;0;0;1995-06-16;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;157008;Midfielder;20;99;33
Bastoni, Alessandro;Italy;Spain;Group Stage;2;16;90;1;0;0;0;1999-04-13;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;215977;Defender;23;99;99
Scamacca, Gianluca;Italy;Spain;Group Stage;2;16;64;1;0;0;0;1999-01-01;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;195899;Forward;9;99;66
Di Lorenzo, Giovanni;Italy;Spain;Group Stage;2;16;90;1;0;0;0;1993-08-04;Puma;Future Ultimate;Sedate Gray/Asphalt/Yellow Blaze;New;;93661;Defender;2;99;99
Cambiaso, Andrea;Italy;Spain;Group Stage;2;16;45;0;1;0;0;2000-02-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;515759;Defender;24;99;52
Donnarumma, Gianluigi;Italy;Spain;Group Stage;2;16;90;1;0;0;0;1999-02-25;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;204936;Goalkeeper;1;99;99
Cristante, Bryan;Italy;Spain;Group Stage;2;16;45;0;1;0;0;1995-03-03;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;109511;Midfielder;16;99;52
Calafiori, Riccardo;Italy;Spain;Group Stage;2;16;90;1;0;OG;0;2002-05-19;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;466075;Defender;5;99;99
Frattesi, Davide;Italy;Spain;Group Stage;2;16;45;1;0;0;0;1999-09-22;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;235453;Midfielder;7;99;47
Højbjerg, Pierre-Emile;Denmark;England;Group Stage;2;17;90;1;0;0;1;1995-08-05;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;132015;Midfielder;23;95;95
Christensen, Andreas;Denmark;England;Group Stage;2;17;90;1;0;0;0;1996-04-10;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;135363;Defender;6;95;95
Wind, Jonas;Denmark;England;Group Stage;2;17;57;1;0;0;0;1999-02-07;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;226973;Forward;19;95;58
Schmeichel, Kasper;Denmark;England;Group Stage;2;17;90;1;0;0;0;1986-11-05;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;17745;Goalkeeper;1;95;95
Poulsen, Yussuf;Denmark;England;Group Stage;2;17;23;0;1;0;0;1994-06-15;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;166028;Forward;20;95;27
Højlund, Rasmus;Denmark;England;Group Stage;2;17;67;1;0;0;0;2003-02-04;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;497894;Forward;9;95;68
Damsgaard, Mikkel;Denmark;England;Group Stage;2;17;33;0;1;0;0;2000-07-03;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;440089;Midfielder;14;95;37
Nørgaard, Christian;Denmark;England;Group Stage;2;17;8;0;1;0;0;1994-03-10;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;128295;Midfielder;15;95;12
Mæhle, Joakim;Denmark;England;Group Stage;2;17;90;1;0;0;0;1997-05-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;229220;Midfielder;5;95;95
Kristiansen, Victor;Denmark;England;Group Stage;2;17;57;1;0;0;0;2002-12-16;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;481510;Midfielder;17;95;58
Hjulmand, Morten;Denmark;England;Group Stage;2;17;82;1;0;1;0;1999-06-25;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;454812;Midfielder;21;95;84
Bah, Alexander;Denmark;England;Group Stage;2;17;33;0;1;0;0;1997-12-09;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;461266;Defender;18;95;37
Skov Olsen, Andreas;Denmark;England;Group Stage;2;17;8;0;1;0;0;1999-12-29;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;430368;Forward;11;95;12
Andersen, Joachim;Denmark;England;Group Stage;2;17;90;1;0;0;0;1996-05-31;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;174874;Defender;2;95;95
Eriksen, Christian;Denmark;England;Group Stage;2;17;82;1;0;0;0;1992-02-14;Nike;Tiempo Legend X Elite;Dark Atomic Teal/Sail;New;;80607;Forward;10;95;83
Vestergaard, Jannik;Denmark;England;Group Stage;2;17;90;1;0;0;0;1992-08-03;adidas;Copa Pure .1;White/Core Black/Lucid Lemon;New;;93100;Defender;3;95;95
Saka, Bukayo;England;Denmark;Group Stage;2;17;69;1;0;0;0;2001-09-05;New Balance;Furon v7+ Pro;White/Gold/Black;New;;223340;Midfielder;7;95;71
Eze, Eberechi;England;Denmark;Group Stage;2;17;21;0;1;0;0;1998-06-29;New Balance;Furon V7+ Pro;Bleached Lime Glo;New;;232413;Forward;21;95;25
Pickford, Jordan;England;Denmark;Group Stage;2;17;90;1;0;0;0;1994-03-07;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;111234;Goalkeeper;1;95;95
Walker, Kyle;England;Denmark;Group Stage;2;17;90;1;0;0;0;1990-05-28;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;58621;Defender;2;95;95
Bowen, Jarrod;England;Denmark;Group Stage;2;17;21;0;1;0;0;1996-12-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;178186;Forward;20;95;25
Rice, Declan;England;Denmark;Group Stage;2;17;90;1;0;0;0;1999-01-14;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;204480;Midfielder;4;95;95
Alexander-Arnold, Trent;England;Denmark;Group Stage;2;17;54;1;0;0;0;1998-10-07;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;169187;Midfielder;8;95;55
Trippier, Kieran;England;Denmark;Group Stage;2;17;90;1;0;0;0;1990-09-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;77794;Defender;12;95;95
Foden, Phil;England;Denmark;Group Stage;2;17;69;1;0;0;0;2000-05-28;Nike;Phantom GX Elite;Fuchsia Dream/Barely Grape;New;;209244;Midfielder;11;95;70
Kane, Harry;England;Denmark;Group Stage;2;17;70;1;0;1;0;1993-07-28;Skechers;SKX 01 Low;Silver/Green;New;;78830;Forward;9;95;71
Stones, John;England;Denmark;Group Stage;2;17;90;1;0;0;0;1994-05-28;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;97299;Defender;5;95;95
Bellingham, Jude;England;Denmark;Group Stage;2;17;90;1;0;0;0;2003-06-29;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;244855;Midfielder;10;95;95
Guéhi, Marc;England;Denmark;Group Stage;2;17;90;1;0;0;0;2000-07-13;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;209036;Defender;6;95;95
Watkins, Ollie;England;Denmark;Group Stage;2;17;20;0;1;0;0;1995-12-30;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;178301;Forward;19;95;24
Gallagher, Conor;England;Denmark;Group Stage;2;17;36;0;1;0;0;2000-02-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;232787;Midfielder;16;95;40
Gnezda Cerin, Adam;Slovenia;Serbia;Group Stage;2;18;90;1;0;0;0;1999-07-16;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;234809;Midfielder;22;98;98
Verbic, Benjamin;Slovenia;Serbia;Group Stage;2;18;14;0;1;0;0;1993-11-27;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;;112604;Midfielder;7;98;21
Elsnik, Timi Max;Slovenia;Serbia;Group Stage;2;18;89;1;0;0;0;1998-04-29;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;207020;Midfielder;10;98;92
Stojanovic, Petar;Slovenia;Serbia;Group Stage;2;18;76;1;0;0;0;1995-10-07;Nike;Mercurial Vapor XIV Elite;Chlorine Blue/Laser Orange/Marina;New;;153814;Midfielder;20;98;77
Sesko, Benjamin;Slovenia;Serbia;Group Stage;2;18;76;1;0;0;0;2003-05-31;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;485711;Forward;11;98;77
Bijol, Jaka;Slovenia;Serbia;Group Stage;2;18;90;1;0;0;0;1999-02-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;434752;Defender;6;98;98
Oblak, Jan;Slovenia;Serbia;Group Stage;2;18;90;1;0;0;0;1993-01-07;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;81352;Goalkeeper;1;98;98
Janza, Erik;Slovenia;Serbia;Group Stage;2;18;90;1;0;0;0;1993-06-21;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;101959;Defender;13;98;98
Gorenc Stankovic, Jon;Slovenia;Serbia;Group Stage;2;18;26;0;1;0;0;1996-01-14;Nike;Tiempo Legend X Elite;Dark Atomic Teal/Sail;New;;192301;Midfielder;5;98;34
Sporar, Andraz;Slovenia;Serbia;Group Stage;2;18;90;1;0;0;0;1994-02-27;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;107798;Forward;9;98;98
Brekalo, David;Slovenia;Serbia;Group Stage;2;18;1;0;1;0;0;1998-12-03;adidas;X Crazyfast.1;Solar Red/White/Team Solar Yellow;New;;487262;Defender;23;98;6
Mlakar, Jan;Slovenia;Serbia;Group Stage;2;18;64;1;0;0;0;1998-10-23;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;207025;Midfielder;17;98;65
Vipotnik, Zan;Slovenia;Serbia;Group Stage;2;18;14;0;1;0;0;2002-03-18;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;438001;Forward;18;98;21
Drkusic, Vanja;Slovenia;Serbia;Group Stage;2;18;90;1;0;0;0;1999-10-30;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;462097;Defender;21;98;98
Karnicnik, Zan;Slovenia;Serbia;Group Stage;2;18;90;1;0;1;1;1994-09-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;457317;Defender;2;98;98
Lukic, Sasa;Serbia;Slovenia;Group Stage;2;18;64;1;0;0;0;1996-08-13;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;212314;Midfielder;22;98;65
Veljkovic, Milos;Serbia;Slovenia;Group Stage;2;18;90;1;0;0;0;1995-09-26;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;153265;Defender;13;98;98
Milenkovic, Nikola;Serbia;Slovenia;Group Stage;2;18;90;1;0;0;0;1997-10-12;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;227444;Defender;4;98;98
Sergej Milinkovic-Savic;Serbia;Slovenia;Group Stage;2;18;26;0;1;0;0;1995-02-27;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;180793;Midfielder;20;98;33
Jovic, Luka;Serbia;Slovenia;Group Stage;2;18;26;0;1;1;0;1997-12-23;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;185533;Forward;8;98;34
Gacinovic, Mijat;Serbia;Slovenia;Group Stage;2;18;45;0;1;0;0;1995-02-08;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;162310;Midfielder;21;98;52
Mitrovic, Aleksandar;Serbia;Slovenia;Group Stage;2;18;90;1;0;0;0;1994-09-16;Puma;Ultra Play;Sun Stream/Puma Black/Sunset Glow;New;;128389;Forward;9;98;98
Vlahovic, Dusan;Serbia;Slovenia;Group Stage;2;18;64;1;0;0;0;2000-01-28;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;225479;Forward;7;98;65
Tadic, Dusan;Serbia;Slovenia;Group Stage;2;18;82;1;0;0;0;1988-11-20;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;62399;Forward;10;98;83
Rajkovic, Predrag;Serbia;Slovenia;Group Stage;2;18;90;1;0;0;0;1995-10-31;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;104407;Goalkeeper;1;98;98
Ilic, Ivan;Serbia;Slovenia;Group Stage;2;18;90;1;0;0;0;2001-03-17;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;430848;Midfielder;17;98;98
Birmancevic, Veljko;Serbia;Slovenia;Group Stage;2;18;8;0;1;0;0;1998-03-05;Nike;Mercurial Vapor XV Elite;Atmosphere Grey/Black;New;;228439;Midfielder;26;98;16
Zivkovic, Andrija;Serbia;Slovenia;Group Stage;2;18;82;1;0;0;0;1996-07-11;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;164654;Midfielder;14;98;83
Samardzic, Lazar;Serbia;Slovenia;Group Stage;2;18;8;0;1;0;0;2002-02-24;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;477529;Midfielder;19;98;16
Pavlovic, Strahinja;Serbia;Slovenia;Group Stage;2;18;90;1;0;0;0;2001-05-24;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;487606;Defender;2;98;98
Mladenovic, Filip;Serbia;Slovenia;Group Stage;2;18;45;1;0;0;0;1991-08-15;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;94467;Midfielder;25;98;46
Dawidowicz, Pawel;Poland;Austria;Group Stage;2;19;90;1;0;0;0;1995-05-20;Nike;Tiempo Legend VI;Clear Jade/Black/Volt;Old;;141925;Defender;3;96;96
Grosicki, Kamil;Poland;Austria;Group Stage;2;19;15;0;1;0;0;1988-06-08;New Balance;Tekela V4 Low-Cut;Copper/Black;New;;49957;Midfielder;11;96;20
Zalewski, Nicola;Poland;Austria;Group Stage;2;19;90;1;0;0;0;2002-01-23;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;466147;Midfielder;21;96;96
Kiwior, Jakub;Poland;Austria;Group Stage;2;19;90;1;0;0;0;2000-02-15;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;440854;Defender;14;96;96
Moder, Jakub;Poland;Austria;Group Stage;2;19;45;0;1;0;0;1999-04-07;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;243505;Midfielder;8;96;49
Swiderski, Karol;Poland;Austria;Group Stage;2;19;30;0;1;0;0;1997-01-23;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;192247;Forward;7;96;35
Szczesny, Wojciech;Poland;Austria;Group Stage;2;19;90;1;0;0;0;1990-04-18;New Balance;Tekela V4 Magia;Copper/Black;New;Laceless;59936;Goalkeeper;1;96;96
Lewandowski, Robert;Poland;Austria;Group Stage;2;19;30;0;1;0;0;1988-08-21;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;56764;Forward;9;96;35
Piatek, Krzysztof;Poland;Austria;Group Stage;2;19;60;1;0;1;0;1995-07-01;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;185065;Forward;23;96;61
Buksa, Adam;Poland;Austria;Group Stage;2;19;60;1;0;0;0;1996-07-12;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;186734;Forward;16;96;61
Urbanski, Kacper;Poland;Austria;Group Stage;2;19;3;0;1;0;0;2004-09-07;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;500922;Midfielder;26;96;8
Piotrowski, Jakub;Poland;Austria;Group Stage;2;19;45;1;0;0;0;1997-10-04;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;219155;Midfielder;6;96;47
Zielinski, Piotr;Poland;Austria;Group Stage;2;19;87;1;0;0;0;1994-05-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;126440;Midfielder;10;96;88
Slisz, Bartosz;Poland;Austria;Group Stage;2;19;75;1;0;0;0;1999-03-29;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;243503;Midfielder;24;96;77
Frankowski, Przemyslaw;Poland;Austria;Group Stage;2;19;90;1;0;0;0;1995-04-12;Kipsta;CLR900;White/Volt;New;;140040;Midfielder;19;96;96
Bednarek, Jan;Poland;Austria;Group Stage;2;19;90;1;0;0;0;1996-04-12;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;171771;Defender;5;96;96
Wimmer, Patrick;Austria;Poland;Group Stage;2;19;45;0;1;0;0;2001-05-30;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;486206;Midfielder;23;96;49
Baumgartner, Christoph;Austria;Poland;Group Stage;2;19;81;1;0;1;1;1999-08-01;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;454831;Midfielder;19;96;82
Arnautovic, Marko;Austria;Poland;Group Stage;2;19;81;1;0;1;0;1989-04-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;41464;Forward;7;96;82
Lienhart, Philipp;Austria;Poland;Group Stage;2;19;90;1;0;0;0;1996-07-11;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;199245;Defender;15;96;96
Gregoritsch, Michael;Austria;Poland;Group Stage;2;19;9;0;1;0;0;1994-04-18;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;62480;Forward;11;96;14
Schmid, Romano;Austria;Poland;Group Stage;2;19;9;0;1;0;0;2000-01-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;228564;Midfielder;18;96;14
Posch, Stefan;Austria;Poland;Group Stage;2;19;90;1;0;0;0;1997-05-14;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;191803;Defender;5;96;96
Sabitzer, Marcel;Austria;Poland;Group Stage;2;19;90;1;0;0;0;1994-03-17;Nike;Mercurial Superfly IX Elite;White/Black/Metallic Gold;New;;101338;Midfielder;9;96;96
Mwene, Phillipp;Austria;Poland;Group Stage;2;19;63;1;0;0;0;1994-01-29;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;160158;Defender;16;96;64
Grillitsch, Florian;Austria;Poland;Group Stage;2;19;45;1;0;0;0;1995-08-07;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;210159;Midfielder;10;96;47
Pentz, Patrick;Austria;Poland;Group Stage;2;19;90;1;0;0;0;1997-01-02;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;208766;Goalkeeper;13;96;96
Laimer, Konrad;Austria;Poland;Group Stage;2;19;90;1;0;0;0;1997-05-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;109126;Midfielder;20;96;96
Danso, Kevin;Austria;Poland;Group Stage;2;19;31;0;1;0;0;1998-09-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;135720;Defender;4;96;36
Seiwald, Nicolas;Austria;Poland;Group Stage;2;19;90;1;0;0;0;2001-05-04;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;478196;Midfielder;6;96;96
Prass, Alexander;Austria;Poland;Group Stage;2;19;27;0;1;0;0;2001-05-26;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;442305;Midfielder;8;96;32
Trauner, Gernot;Austria;Poland;Group Stage;2;19;59;1;0;1;0;1992-03-25;Nike;Tiempo Legend X Elite;White/Black/Bright Crimson;New;;84807;Defender;3;96;60
Geertruida, Lutsharel;Netherlands;France;Group Stage;2;20;17;0;1;0;0;2000-07-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;247955;Defender;2;97;23
van Dijk, Virgil;Netherlands;France;Group Stage;2;20;90;1;0;0;0;1991-07-08;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;97032;Defender;4;97;97
Wijnaldum, Georginio;Netherlands;France;Group Stage;2;20;17;0;1;0;0;1990-11-11;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;41733;Midfielder;8;97;23
Dumfries, Denzel;Netherlands;France;Group Stage;2;20;90;1;0;0;0;1996-04-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;199432;Defender;22;97;97
Depay, Memphis;Netherlands;France;Group Stage;2;20;79;1;0;0;0;1994-02-13;Puma;Ultra Play;Sun Stream/Puma Black/Sunset Glow;New;;106824;Forward;10;97;80
Simons, Xavi;Netherlands;France;Group Stage;2;20;73;1;0;0;0;2003-04-21;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;493362;Midfielder;7;97;74
